listing_id,price,nbhood_full,description,room_type,host_name,last_review,borough,neighborhood
9798242,145,"Manhattan, Hell's Kitchen",Sunlit Private Rm Btwn Times Sq/Central Park/HK,private room,Min,June 15 2019,Manhattan,Hell's Kitchen
9804368,365,"Manhattan, Chelsea",Local and authentic in Chelsea,entire home/apt,Leo,June 19 2019,Manhattan,Chelsea
9806373,140,"Brooklyn, Prospect-Lefferts Gardens","Bright Spacious Brooklyn Gem, 3 BR",entire home/apt,Grace,June 23 2019,Brooklyn,Prospect-Lefferts Gardens
9806634,72,"Manhattan, East Village",Cozy room in sweet East Village Apt!,private room,Haffro,June 24 2019,Manhattan,East Village
9809911,185,"Brooklyn, Bedford-Stuyvesant",Classic Brooklyn Charm,entire home/apt,Howard,June 24 2019,Brooklyn,Bedford-Stuyvesant
9810271,48,"Manhattan, Harlem",Private room in 4 BR on Riverside,private room,Brian,May 31 2019,Manhattan,Harlem
9810696,199,"Manhattan, Hell's Kitchen",MANNYS' PLACE,entire home/apt,Jesus,June 24 2019,Manhattan,Hell's Kitchen
9818465,125,"Manhattan, Morningside Heights",Sunny apt in morningside heights,entire home/apt,Michael E.,January 01 2019,Manhattan,Morningside Heights
9819545,75,"Brooklyn, Williamsburg",Huge Space in E. Williamsburg Apt.,private room,Sinat,January 02 2019,Brooklyn,Williamsburg
9821408,125,"Manhattan, East Village",Cozy East Village apartment w Steinway piano,entire home/apt,Carol,April 22 2019,Manhattan,East Village
9823085,65,"Brooklyn, Bedford-Stuyvesant",Private room in bright apartment!,private room,Jose,May 04 2019,Brooklyn,Bedford-Stuyvesant
9824042,69,"Manhattan, Kips Bay",21st Floor Bedroom in Doorman & Elevator Building,private room,Greg,April 15 2019,Manhattan,Kips Bay
9824463,42,"Brooklyn, Bushwick",BK's Finest Courtyard Rm close to transportation,private room,Joyell,June 24 2019,Brooklyn,Bushwick
9826062,210,"Manhattan, Murray Hill",One Bedroom Midtown East Cozy 1 BR,entire home/apt,Tom,July 03 2019,Manhattan,Murray Hill
9826628,60,"Brooklyn, Bedford-Stuyvesant","Cozy Room, Huge Yard, Trendy Brooklyn",private room,Liubov,June 27 2019,Brooklyn,Bedford-Stuyvesant
9827941,73,"Brooklyn, Sheepshead Bay","Rm in Pvt Home, Nr Trn To NYC - NO CLEANING FEE",private room,Faigie,June 27 2019,Brooklyn,Sheepshead Bay
9828004,67,"Brooklyn, Sheepshead Bay",Private Rm - near NYC Transit - No Cleaning Fee,private room,Faigie,July 07 2019,Brooklyn,Sheepshead Bay
9832827,110,"Manhattan, East Harlem",Full apartment,entire home/apt,Nany,June 28 2019,Manhattan,East Harlem
9836940,165,"Brooklyn, Bedford-Stuyvesant",Bright & Sunny 2-Bed - Bushwick/Bed-Stuy Border!,entire home/apt,Ben,July 06 2019,Brooklyn,Bedford-Stuyvesant
9837205,120,"Brooklyn, Fort Hamilton",Cozy private room in Bayridge Brooklyn New York,private room,Gina,April 09 2019,Brooklyn,Fort Hamilton
9837588,119,"Brooklyn, Bedford-Stuyvesant",Bright Brooklyn Apartment,entire home/apt,Ellery,June 19 2019,Brooklyn,Bedford-Stuyvesant
9838053,39,"Brooklyn, Bushwick","Large, Furnished Bedroom in Bushwick",private room,Ena,January 14 2019,Brooklyn,Bushwick
9839017,149,"Manhattan, Harlem",The new MBnb: No Breakfast. All Business.,entire home/apt,Joe,June 30 2019,Manhattan,Harlem
9841695,206,"Brooklyn, Bedford-Stuyvesant","Beautiful , Peaceful , Paradise",entire home/apt,Don,January 01 2019,Brooklyn,Bedford-Stuyvesant
9842117,120,"Manhattan, East Harlem",Cozy and comfortable apart,entire home/apt,Nany,July 01 2019,Manhattan,East Harlem
9842492,290,"Manhattan, Hell's Kitchen",Vibrant 1 Bedroom Apt.in Midtown,entire home/apt,Joe,June 24 2019,Manhattan,Hell's Kitchen
9843892,80,"Manhattan, Gramercy",Cozy East Village Brownstone,private room,Kristin,June 20 2019,Manhattan,Gramercy
9846114,64,"Bronx, Mott Haven","Spacious, Sunny,Beautiful Apartment",private room,Bj,May 25 2019,Bronx,Mott Haven
9853674,180,"Manhattan, Hell's Kitchen",Doorman 2 Bedroom W/ 3 beds Doorman Laundry!5213,entire home/apt,Jeremy & Laura,May 31 2019,Manhattan,Hell's Kitchen
9856995,70,"Brooklyn, Bedford-Stuyvesant",Calm and Comfy room in Brooklyn,private room,Miho,July 05 2019,Brooklyn,Bedford-Stuyvesant
9857967,85,"Brooklyn, Williamsburg",Big Private Bedroom,private room,Evy,May 26 2019,Brooklyn,Williamsburg
9858259,65,"Queens, Astoria","Private guest studio in the heart of Astoria, NYC",entire home/apt,Bianca,July 03 2019,Queens,Astoria
9859181,88,"Queens, Ditmars Steinway",2 bed/3 bed with parking,entire home/apt,Livia,July 05 2019,Queens,Ditmars Steinway
9861323,120,"Brooklyn, Park Slope",Cozy 10th St. Park Slope 1bdr apt,entire home/apt,Kyla,June 24 2019,Brooklyn,Park Slope
9861747,175,"Manhattan, Financial District",Breathtaking view 30th floor Bedroom in FIDI,private room,Daniel,June 20 2019,Manhattan,Financial District
9867629,170,"Brooklyn, Williamsburg",Spacious Apt in East Williamsburg,entire home/apt,Michole,April 28 2019,Brooklyn,Williamsburg
9875791,101,"Manhattan, Upper East Side",Cozy Big Room Next To Central Park,private room,Will,June 29 2019,Manhattan,Upper East Side
9876335,50,"Brooklyn, East Flatbush",No Sleep 'Till Brooklyn! 2 Train (accommodates 1),private room,Leah,July 04 2019,Brooklyn,East Flatbush
9882254,52,"Staten Island, Stapleton",Owl's Landing - Garden Room,private room,Alex,July 01 2019,Staten Island,Stapleton
9882440,369,"Manhattan, Hell's Kitchen","Spectacular, high-end 2BR apt close to Bryant Park",entire home/apt,Kara,January 10 2019,Manhattan,Hell's Kitchen
9886606,94,"Manhattan, East Harlem",Beautiful Bedroom & Bath For Rent!!,private room,James,February 12 2019,Manhattan,East Harlem
9887763,90,"Queens, Long Island City",Spacious and comfortable rm in LIC,private room,Nia,January 02 2019,Queens,Long Island City
9895587,70,"Queens, Long Island City","Exposed brick bedroom, LIC Queens",private room,Nia,May 11 2019,Queens,Long Island City
9899132,200,"Queens, Long Island City",Spacious Private 1-Bedroom Apartment,entire home/apt,Jim,July 03 2019,Queens,Long Island City
9899970,225,"Manhattan, Nolita",Cozy Nolita Apartment,entire home/apt,Audrey,April 27 2019,Manhattan,Nolita
9900100,35,"Brooklyn, East Flatbush","Sunny, Cozy Double Room in Brooklyn",private room,Karen,May 20 2019,Brooklyn,East Flatbush
9900885,160,"Manhattan, East Harlem",Entire Huge East Harlem Apt,entire home/apt,David,July 01 2019,Manhattan,East Harlem
9902932,300,"Manhattan, West Village",Big! 2.5 BR Heart of West Village,entire home/apt,Doug,July 05 2019,Manhattan,West Village
9903132,152,"Manhattan, Chinatown",large Tribeca loft,entire home/apt,Patrice,June 03 2019,Manhattan,Chinatown
9905142,250,"Manhattan, East Village",New York NY Downtown (East Village),entire home/apt,Bernie,May 13 2019,Manhattan,East Village
9911887,220,"Brooklyn, Williamsburg",Bright Loft in Heart of Williamsbug,entire home/apt,Robin,January 01 2019,Brooklyn,Williamsburg
9915643,99,"Brooklyn, Prospect-Lefferts Gardens",Lovely Suite (private bath) near Botanical garden,private room,Felix,July 04 2019,Brooklyn,Prospect-Lefferts Gardens
9918963,124,"Brooklyn, Fort Greene",Brooklyn Apt with Patio in Heart of Fort Greene,entire home/apt,Clay,June 01 2019,Brooklyn,Fort Greene
9919728,250,"Queens, Middle Village",Nice Queens townhome with parking!,entire home/apt,Mark,May 28 2019,Queens,Middle Village
9920363,375,"Queens, Ridgewood",Convenient Ridgewood Brownstone,entire home/apt,Mark,May 17 2019,Queens,Ridgewood
9920941,65,"Brooklyn, Prospect-Lefferts Gardens",Jewel On Parkside,private room,Liz And Cesar,June 01 2019,Brooklyn,Prospect-Lefferts Gardens
9921802,60,"Brooklyn, Bedford-Stuyvesant",Sunny Cozy Room in Lovely Bed-Stuy,private room,Emory,February 10 2019,Brooklyn,Bedford-Stuyvesant
9925507,40,"Brooklyn, Williamsburg",The Fig: Brooklyn's TinyHome Cabin in Williamsburg,entire home/apt,Bee,June 22 2019,Brooklyn,Williamsburg
9926520,85,"Brooklyn, Kensington",BK/NYC Apt near Prospect Prk,entire home/apt,Taylor,January 02 2019,Brooklyn,Kensington
9927666,159,"Brooklyn, Williamsburg",Clean Spacious Apt in Williamsburg,entire home/apt,Derrick,June 16 2019,Brooklyn,Williamsburg
9928031,65,"Brooklyn, Williamsburg",Minimalist Room in Hip Williamsburg,private room,Michael H.Y.,July 04 2019,Brooklyn,Williamsburg
9934696,175,"Brooklyn, Williamsburg",Super cozy Chic - Brooklyn - Williamsburg,entire home/apt,Medina,June 08 2019,Brooklyn,Williamsburg
9935888,130,"Brooklyn, Gowanus",Private Apartment w Outside Space,entire home/apt,Robert,June 30 2019,Brooklyn,Gowanus
9937667,249,"Manhattan, Midtown",Central Park South Luxury 3 Bedroom,entire home/apt,CRNY Monthly Rentals,February 15 2019,Manhattan,Midtown
9940337,150,"Brooklyn, South Slope",Top floor of Brooklyn townhouse - South Slope,entire home/apt,Josh,April 21 2019,Brooklyn,South Slope
9941890,85,"Brooklyn, Bedford-Stuyvesant",Artsy 2-bdrm apartment Sleeps 6. 1 min from Subway,entire home/apt,Jason,June 19 2019,Brooklyn,Bedford-Stuyvesant
9943776,330,"Manhattan, Upper West Side",Walk to the American Museum of Natural History,entire home/apt,Jamie,June 19 2019,Manhattan,Upper West Side
9944808,40,"Brooklyn, Bedford-Stuyvesant",Modern Brooklyn Duplex,private room,Paris,April 15 2019,Brooklyn,Bedford-Stuyvesant
9944860,174,"Manhattan, Lower East Side",arty east village,entire home/apt,D,June 25 2019,Manhattan,Lower East Side
9945496,150,"Manhattan, Hell's Kitchen",Luxury Upscale Apartment in Midtown,entire home/apt,Leroy,June 19 2019,Manhattan,Hell's Kitchen
9952636,76,"Brooklyn, Bedford-Stuyvesant",Bright and stylish BR in trendy Brooklyn. Yard!,private room,Liubov,July 01 2019,Brooklyn,Bedford-Stuyvesant
9953403,75,"Brooklyn, Crown Heights",Marc Alfred,shared room,Marc,April 06 2019,Brooklyn,Crown Heights
9955143,145,"Manhattan, Lower East Side","Sunny, comfortable LES apartment for two guests",entire home/apt,Audra,June 29 2019,Manhattan,Lower East Side
9956834,120,"Manhattan, Harlem",Historic Striver's Row Apartment,entire home/apt,Guirlaine,June 20 2019,Manhattan,Harlem
9958322,55,"Queens, Long Island City","1BD,shared bath&kitchen in lic",private room,Nia,June 23 2019,Queens,Long Island City
9969559,225,"Manhattan, Upper East Side",Prime Upper East Side 1Br Apartment,entire home/apt,Yuan,June 25 2019,Manhattan,Upper East Side
9976264,100,"Brooklyn, Greenpoint",Spacious/Beautiful Private Room,private room,Sandra,July 01 2019,Brooklyn,Greenpoint
9976986,139,"Manhattan, West Village",Charming Getaway in West Village,entire home/apt,Tanny,June 02 2019,Manhattan,West Village
9977283,170,"Manhattan, Tribeca",Tribeca launchpad!,private room,Franck,April 29 2019,Manhattan,Tribeca
9979094,36,"Queens, Corona",Sunny Room Downtown Queens NYC,private room,Grace,May 28 2019,Queens,Corona
9979707,129,"Manhattan, Upper West Side",Lincoln Center Luxury Sunny & Modern Br,private room,Marcela,June 30 2019,Manhattan,Upper West Side
9990448,26,"Queens, Jackson Heights",Luggage/Shower Depot!!!/US Open/LGA/JFK,shared room,Jose,June 22 2019,Queens,Jackson Heights
9990560,90,"Brooklyn, Williamsburg",Loft Room in East Williamburg,private room,Michole,June 25 2019,Brooklyn,Williamsburg
9992903,115,"Brooklyn, Williamsburg",Williamsburg Large Modern Studio,entire home/apt,Morgan,January 02 2019,Brooklyn,Williamsburg
9994304,150,"Manhattan, East Harlem",New and modern  NYC home,entire home/apt,Jillian,July 01 2019,Manhattan,East Harlem
9994765,105,"Brooklyn, Williamsburg",Room In Williamsburg LOFT,private room,Ollya,June 20 2019,Brooklyn,Williamsburg
9995163,113,"Brooklyn, Bedford-Stuyvesant",Spacious Private Brownstone Apt | 2 Bedroom,entire home/apt,Brian,July 01 2019,Brooklyn,Bedford-Stuyvesant
9996642,85,"Brooklyn, Park Slope",Friendly place with garden,private room,Christophe,June 20 2019,Brooklyn,Park Slope
9996946,95,"Queens, Astoria",Private Rm&Bthrm - 10 min Manhattan,private room,Elle,June 22 2019,Queens,Astoria
9999351,170,"Manhattan, Upper East Side",Cozy two bedroom apartment,entire home/apt,Paula,April 25 2019,Manhattan,Upper East Side
10000470,57,"Brooklyn, Bedford-Stuyvesant",Charming and CLEAN Room!!,private room,Daniel,June 28 2019,Brooklyn,Bedford-Stuyvesant
10002428,485,"Manhattan, Tribeca",The authentic TriBeCa artist loft experience!,entire home/apt,Micheal,January 01 2019,Manhattan,Tribeca
10008615,125,"Manhattan, Harlem",Classic NYC loft apt in brownstone,entire home/apt,Christina,June 12 2019,Manhattan,Harlem
10009737,95,"Manhattan, Murray Hill",1 BR available in Midtown,private room,Salman,May 06 2019,Manhattan,Murray Hill
10010845,90,"Manhattan, Upper West Side",Modern 1 bedroom 5min Cental Park,entire home/apt,Lily,June 10 2019,Manhattan,Upper West Side
10012292,96,"Brooklyn, Williamsburg","Entire 2 bedroom in Williamsburg, Brooklyn!",entire home/apt,Kensey,January 02 2019,Brooklyn,Williamsburg
10013750,75,"Manhattan, Lower East Side",Beautiful Garden Rooms In Lower East Side,private room,Olya,June 19 2019,Manhattan,Lower East Side
10014783,51,"Bronx, Morris Heights",Super cozy room,private room,Jan,May 08 2019,Bronx,Morris Heights
10016353,65,"Manhattan, Lower East Side",Cozy Orchard St. Bedroom in the Lower East Side,private room,D,July 04 2019,Manhattan,Lower East Side
10016601,115,"Manhattan, Murray Hill",Murray Hill 1 Bedroom Apartment (62),entire home/apt,CRNY Monthly Rentals,March 17 2019,Manhattan,Murray Hill
10017170,150,"Manhattan, Murray Hill",Murray Hill 2 Bedroom Suite,entire home/apt,CRNY Monthly Rentals,March 30 2019,Manhattan,Murray Hill
10017871,45,"Manhattan, Inwood",Sound Bath Sanctuary II Manhattan,private room,Joule,June 17 2019,Manhattan,Inwood
10018549,89,"Brooklyn, Williamsburg",Private room in gorgeous 2 floor Williamsburg apt,private room,Peter,June 23 2019,Brooklyn,Williamsburg
10018963,35,"Brooklyn, Gowanus",Budget room in Downtown Brooklyn,private room,Kazuhiro,June 20 2019,Brooklyn,Gowanus
10019312,100,"Manhattan, Gramercy",Comfy Spacious room/Lower Manhattan - East Side,private room,Maria,July 07 2019,Manhattan,Gramercy
10021680,55,"Queens, Jackson Heights",Experience the Diversity of Queens!,private room,Frankie,June 19 2019,Queens,Jackson Heights
10022956,50,"Manhattan, Harlem",Huge room in 4 BR on Riverside,private room,Brian,June 02 2019,Manhattan,Harlem
10023629,102,"Manhattan, Hell's Kitchen","Chic and Spacious 1BD, minutes from Times Sq!",private room,Eleni,June 24 2019,Manhattan,Hell's Kitchen
10031902,150,"Manhattan, Hell's Kitchen",Great studio near TIME SQUARE,entire home/apt,Jeniffer,May 24 2019,Manhattan,Hell's Kitchen
10032560,200,"Manhattan, East Harlem",Cozy and Chic UES Studio,entire home/apt,Mercy,June 03 2019,Manhattan,East Harlem
10033868,166,"Manhattan, Hell's Kitchen",NICE 2 BED APT NEAR TIME SQUARE,entire home/apt,Jeniffer,January 03 2019,Manhattan,Hell's Kitchen
10034187,137,"Brooklyn, Greenpoint",Unique Studio Loft in Brooklyn,private room,Henry Norman,May 06 2019,Brooklyn,Greenpoint
10035471,189,"Brooklyn, Greenpoint",Deluxe Loft Suite in Greenpoint,entire home/apt,Henry Norman,June 24 2019,Brooklyn,Greenpoint
10035920,175,"Brooklyn, Crown Heights",Best of Brooklyn,entire home/apt,Sasha,June 17 2019,Brooklyn,Crown Heights
10036313,425,"Manhattan, Chelsea",Modern Luxury Chelsea Apt w/ Large Sunny Patios,entire home/apt,Carrie,June 27 2019,Manhattan,Chelsea
10038410,199,"Brooklyn, Greenpoint",Beautiful Loft Suite in Greenpoint,entire home/apt,Henry Norman,June 25 2019,Brooklyn,Greenpoint
10038693,189,"Brooklyn, Greenpoint",Studio Loft in Brooklyn,entire home/apt,Henry Norman,May 07 2019,Brooklyn,Greenpoint
10038776,50,"Queens, Jackson Heights",Newly renovated room/ 10min LGA #1,private room,Angela,June 16 2019,Queens,Jackson Heights
10038823,220,"Manhattan, Midtown","Apartment for 5, Midtown Manhattan",entire home/apt,Celia,June 23 2019,Manhattan,Midtown
10039579,226,"Manhattan, Harlem",Harlem Hearth - Loft Living on a Grand Scale,entire home/apt,Toby Steven,June 22 2019,Manhattan,Harlem
10043483,125,"Manhattan, Upper East Side",Cozy Private Entrance & Bathroom,private room,David,June 15 2019,Manhattan,Upper East Side
10043942,155,"Queens, Sunnyside",Near to Manhattan and large 2BD Apt,entire home/apt,Edmund,June 28 2019,Queens,Sunnyside
10050536,179,"Brooklyn, Greenpoint",Studio Loft in Greenpoint,entire home/apt,Henry Norman,June 14 2019,Brooklyn,Greenpoint
10052587,189,"Brooklyn, Greenpoint",Beautiful Loft Suite in Brooklyn,private room,Henry Norman,June 15 2019,Brooklyn,Greenpoint
10052674,67,"Brooklyn, Bedford-Stuyvesant",Garden level apt w Bocci court/grill in backyard,entire home/apt,Adam,January 05 2019,Brooklyn,Bedford-Stuyvesant
10054480,55,"Manhattan, Harlem","Lovely, cozy private room available",private room,Kt,June 23 2019,Manhattan,Harlem
10055149,175,"Manhattan, East Village",Sunny & Quiet Studio w/ private patio - E Village!,entire home/apt,Angel,June 30 2019,Manhattan,East Village
10056245,35,"Brooklyn, Midwood",Spacious room in Brooklyn,private room,Nick,June 14 2019,Brooklyn,Midwood
10056541,61,"Brooklyn, South Slope","Bright Studio - Park Slope, BK",entire home/apt,Yehua,May 30 2019,Brooklyn,South Slope
10067083,175,"Manhattan, Nolita",Entire apt in the heart of uber hip & cool Nolita,entire home/apt,Gabriela,June 02 2019,Manhattan,Nolita
10068386,140,"Brooklyn, Park Slope",An open and airy charming studio,entire home/apt,Ying Ying,June 29 2019,Brooklyn,Park Slope
10070145,175,"Brooklyn, Williamsburg",Massive apt in prime Williamsburg,entire home/apt,Ali,June 19 2019,Brooklyn,Williamsburg
10071188,153,"Brooklyn, Crown Heights","Beautiful, bright and spacious home",entire home/apt,Daniella,June 10 2019,Brooklyn,Crown Heights
10072022,315,"Manhattan, SoHo",Spacious 1 bedroom in the heart of Soho,entire home/apt,Brian,June 25 2019,Manhattan,SoHo
10073940,179,"Queens, Jamaica",Welcome to NYC! Modern Luxury 2 BR-5 min from JFK,entire home/apt,Taran & Najla,July 02 2019,Queens,Jamaica
10078736,225,"Brooklyn, Bedford-Stuyvesant",Newly Renovated Carriage House,entire home/apt,Harvin,June 04 2019,Brooklyn,Bedford-Stuyvesant
10083682,190,"Brooklyn, Williamsburg",Beautiful Bedford apartment,entire home/apt,Miri,June 28 2019,Brooklyn,Williamsburg
10083973,119,"Brooklyn, Williamsburg",Williamsburg Getaway,private room,Sawyer,June 03 2019,Brooklyn,Williamsburg
10085478,129,"Brooklyn, Greenpoint",Deluxe Brooklyn Loft,entire home/apt,Henry Norman,June 27 2019,Brooklyn,Greenpoint
10086307,110,"Manhattan, Harlem",Private Suite - room with bathroom,private room,Gregory,June 26 2019,Manhattan,Harlem
10088612,60,"Manhattan, Harlem","Full size bed, 2 guests, Manhattan Upper Westside",private room,Victor,July 05 2019,Manhattan,Harlem
10088636,60,"Manhattan, Harlem","2 Twin beds, 2 guests - Manhattan, Upper West Side",private room,Victor,June 23 2019,Manhattan,Harlem
10089333,150,"Manhattan, Upper East Side",Amazing loft on the Uper East Side,entire home/apt,Fred & Liz,June 23 2019,Manhattan,Upper East Side
10090735,175,"Manhattan, Chelsea",Studio Apt at the Heart of Chelsea,entire home/apt,Andrew,June 28 2019,Manhattan,Chelsea
10096515,120,"Manhattan, East Village",Prime East Village *Spacious,entire home/apt,Raanan,June 08 2019,Manhattan,East Village
10096707,135,"Brooklyn, Greenpoint",Bright & Spacious Apartment. A Williamsburg Gem.,entire home/apt,Yoav,June 30 2019,Brooklyn,Greenpoint
10096788,185,"Brooklyn, Williamsburg",The Red Door,entire home/apt,Genny & Gina,June 20 2019,Brooklyn,Williamsburg
10100121,239,"Manhattan, Chelsea",Modern One Bedroom in Meatpacking,entire home/apt,Alex,July 02 2019,Manhattan,Chelsea
10100241,399,"Brooklyn, Bedford-Stuyvesant","Airy 4 BR Triplex - Private Yard,  Trendy Bed-Stuy",entire home/apt,Erica & David,July 07 2019,Brooklyn,Bedford-Stuyvesant
10100799,125,"Brooklyn, Park Slope",Spacious Garden Apartment in Heart of Park Slope,entire home/apt,Amy,June 30 2019,Brooklyn,Park Slope
10101097,500,"Brooklyn, Williamsburg",Beautiful house in the heart of Williamsburg,entire home/apt,Julia,July 01 2019,Brooklyn,Williamsburg
10101135,47,"Queens, Jamaica",Room Near JFK Twin Beds,private room,Dona,June 27 2019,Queens,Jamaica
10101765,99,"Manhattan, Upper East Side",Large private bedroom on Upper East side,private room,Lucia,June 08 2019,Manhattan,Upper East Side
10104123,100,"Manhattan, East Village",East Village Bedroom w/Roof Deck,private room,Joe,July 02 2019,Manhattan,East Village
10105606,210,"Manhattan, Upper West Side","UWS large, Elev./Security 1-Bedroom",entire home/apt,Sam,June 09 2019,Manhattan,Upper West Side
10106768,62,"Brooklyn, Bedford-Stuyvesant",Peaceful Artist Bedroom‚ÄîJust 30 Min to Manhattan!,private room,Ksenia & Masha,January 19 2019,Brooklyn,Bedford-Stuyvesant
10115137,165,"Brooklyn, East Flatbush",NYCHaven2: Entire House for less than a hotel room,entire home/apt,Jason,June 22 2019,Brooklyn,East Flatbush
10116220,84,"Manhattan, Nolita",Twin Cabin Two,private room,The Bowery House,March 31 2019,Manhattan,Nolita
10116734,152,"Manhattan, Upper East Side",Spacious Apartment D on 61st St. 1st & 2nd ave,entire home/apt,Rachel,June 02 2019,Manhattan,Upper East Side
10118660,124,"Manhattan, Nolita",Queen Cabin with Window One,private room,The Bowery House,March 21 2019,Manhattan,Nolita
10118847,58,"Manhattan, Washington Heights",Large Private Bedroom on the River,private room,Molly,June 22 2019,Manhattan,Washington Heights
10119376,159,"Manhattan, Nolita",Queen Cabin with Window Two,private room,The Bowery House,March 16 2019,Manhattan,Nolita
10124343,58,"Brooklyn, Bedford-Stuyvesant",Hip Trendy and Convenient!,private room,Kc,June 16 2019,Brooklyn,Bedford-Stuyvesant
10124372,199,"Brooklyn, Bedford-Stuyvesant",Elegant and Comfortable Stay,entire home/apt,Denise,June 18 2019,Brooklyn,Bedford-Stuyvesant
10125955,95,"Brooklyn, Williamsburg",Beautiful huge Williamsburg room with private bath,private room,Yonathan,June 12 2019,Brooklyn,Williamsburg
10126128,36,"Manhattan, Washington Heights",Temporary habitat home,shared room,常春,June 23 2019,Manhattan,Washington Heights
10130342,72,"Brooklyn, Bedford-Stuyvesant",Your NYC Home!,private room,Kc,June 16 2019,Brooklyn,Bedford-Stuyvesant
10130963,209,"Manhattan, Harlem",Family room with Shared Bathroom,private room,Jennifer,March 21 2019,Manhattan,Harlem
10132356,150,"Manhattan, Harlem",Giant Loft with a Huge Deck and Kitchen,entire home/apt,Paul,June 14 2019,Manhattan,Harlem
10134546,189,"Manhattan, Harlem",Family Room/Kitchen/Shared Bathroom,private room,Jennifer,June 23 2019,Manhattan,Harlem
10135104,75,"Manhattan, Harlem",Nice And Clean Apartment.,private room,Cristina,July 01 2019,Manhattan,Harlem
10136508,45,"Queens, Ditmars Steinway",Charming private room in Astoria-20 min to Midtown,private room,Diana,June 24 2019,Queens,Ditmars Steinway
10138784,46,"Queens, Jackson Heights",Room near LGA airport and 35 mins to Times Square,private room,Cheer,July 05 2019,Queens,Jackson Heights
10138870,105,"Manhattan, Nolita",Studio in Little Italy,private room,Hanna,May 30 2019,Manhattan,Nolita
10142499,37,"Queens, Corona","Pr√≠vate room in Queens, NY",private room,Lady,June 30 2019,Queens,Corona
10144140,218,"Brooklyn, Bushwick",Gorgeous Bushwick 3 BR Private Yard,entire home/apt,David,May 09 2019,Brooklyn,Bushwick
10148201,150,"Manhattan, East Village",Beautiful Full Bedroom-sunny-comfi,private room,Cloe,May 05 2019,Manhattan,East Village
10149453,105,"Manhattan, SoHo",SoHo Gem *Amazing Deal!!,entire home/apt,Raanan,March 03 2019,Manhattan,SoHo
10154444,175,"Brooklyn, Williamsburg",Cozy apartment (East Williamsburg),entire home/apt,Helena,May 26 2019,Brooklyn,Williamsburg
10154762,65,"Manhattan, Upper West Side",Central Park - Comfy Futon Couch for 2,shared room,Lugao,June 04 2019,Manhattan,Upper West Side
10155003,99,"Brooklyn, Greenpoint","Studio Loft in Greenpoint, Brooklyn",entire home/apt,Henry Norman,June 25 2019,Brooklyn,Greenpoint
10157256,250,"Manhattan, Gramercy","Gramercy Park restful, cozy, sun-filled home",entire home/apt,Javier,July 06 2019,Manhattan,Gramercy
10157977,299,"Manhattan, Lower East Side",NYC 3 Bedroom Loft Apt LES Downtown Manhattan,entire home/apt,Alex,January 05 2019,Manhattan,Lower East Side
10160215,79,"Brooklyn, Gravesend",Torre del Lago Room.,private room,John,June 26 2019,Brooklyn,Gravesend
10165064,165,"Manhattan, Upper West Side",‚ù§Ô∏èFAB APT WITH PRIVATE GARDEN NEAR CENTRAL PARK!,entire home/apt,Marty,July 05 2019,Manhattan,Upper West Side
10165181,149,"Brooklyn, Greenpoint",Beautiful Unique Greenpoint Loft Suite,private room,Henry Norman,June 29 2019,Brooklyn,Greenpoint
10165663,120,"Brooklyn, Bedford-Stuyvesant",Cozy Private Garden Apartment,entire home/apt,Michael & Bethany,July 06 2019,Brooklyn,Bedford-Stuyvesant
10166883,180,"Manhattan, East Harlem",Spacious railroad style 3 bedroom apt in Manhattan,entire home/apt,Victor,May 24 2019,Manhattan,East Harlem
10167436,68,"Brooklyn, Williamsburg",Sunny Cozy Private Room in East Williamsburg,private room,J,June 04 2019,Brooklyn,Williamsburg
10174662,199,"Manhattan, Lower East Side",NOLITA AMAZING Spacious!,entire home/apt,Gary,June 22 2019,Manhattan,Lower East Side
10182058,80,"Queens, Elmhurst",Like your cousin house,private room,Jeerathinan,July 01 2019,Queens,Elmhurst
10185955,48,"Queens, St. Albans",Blue Magic,private room,Jake,July 02 2019,Queens,St. Albans
10185960,115,"Brooklyn, Carroll Gardens",Brownstone in Carroll Gardens,entire home/apt,Peter,January 03 2019,Brooklyn,Carroll Gardens
10186192,45,"Queens, East Elmhurst",Only Steps away from LaGuardia arpt,private room,Maya,July 07 2019,Queens,East Elmhurst
10192593,79,"Queens, Long Island City","Cozy Room in LIC, 7 min to TimesSq",private room,Alosha,January 03 2019,Queens,Long Island City
10201295,50,"Brooklyn, Bedford-Stuyvesant",private modern room (long term 1 month or more),private room,Annie,June 28 2019,Brooklyn,Bedford-Stuyvesant
10204682,180,"Manhattan, Upper East Side",NYC Apartment near Central Park!,entire home/apt,Millie,July 01 2019,Manhattan,Upper East Side
10205130,220,"Manhattan, East Harlem",Large Luxury Studio with a view,entire home/apt,Shosh,July 07 2019,Manhattan,East Harlem
10207451,175,"Brooklyn, Flatbush",Private BR & Bath - Victorian Home,private room,Susan,May 12 2019,Brooklyn,Flatbush
10207629,180,"Manhattan, Upper West Side",Design Swimming Pool!LUX***** 5140,entire home/apt,Jeremy & Laura,January 03 2019,Manhattan,Upper West Side
10212685,143,"Brooklyn, South Slope",Maryhills Brownstone in Park Slope,entire home/apt,Hilal & Maryam,June 23 2019,Brooklyn,South Slope
10229444,62,"Queens, Astoria","Great Location, 15 mint from Midtown Manhattan.",private room,Ruveyda,June 03 2019,Queens,Astoria
